video_title,show_title,season_title,category,Brazil,France,Japan,Mexico,United_Kingdom,United_States
Major Grom: Plague Doctor,Major Grom: Plague Doctor,N/A,Films,1,1,1,1,0,1
Major Payne,Major Payne,N/A,Films,0,0,0,0,0,1
Maldivas: Season 1,Maldivas,Maldivas: Season 1,TV,1,0,0,0,0,0
"Malverde, el santo patrón: Season 1","Malverde, el santo patrón","Malverde, el santo patrón: Season 1",TV,0,0,0,1,0,0
Man of God,Man of God,N/A,Films,1,0,0,0,0,0
Man of Steel,Man of Steel,N/A,Films,0,0,0,0,1,0
Man of Tai Chi,Man of Tai Chi,N/A,Films,1,1,0,0,1,0
Man on Fire,Man on Fire,N/A,Films,1,1,0,1,1,0
Man Vs Bee: Season 1,Man Vs Bee,Man Vs Bee: Season 1,TV,0,0,0,0,1,0
Manifest: Season 1,Manifest,Manifest: Season 1,TV,0,1,0,0,0,1
Manifest: Season 2,Manifest,Manifest: Season 2,TV,0,0,0,0,0,1
Manifest: Season 3,Manifest,Manifest: Season 3,TV,0,0,0,0,0,1
Mariah Carey's All I Want for Christmas Is You,Mariah Carey's All I Want for Christmas Is You,N/A,Films,0,0,0,0,0,1
Marmaduke,Marmaduke,N/A,Films,1,1,0,1,1,1
Married at First Sight: Season 10,Married at First Sight,Married at First Sight: Season 10,TV,0,0,0,0,0,1
"Mary, Queen of Scots","Mary, Queen of Scots",N/A,Films,0,0,0,1,0,0
Masked Ward,Masked Ward,N/A,Films,0,0,1,0,0,0
Masquerade Hotel,Masquerade Hotel,N/A,Films,0,0,1,0,0,0
Maverix: Season 1,Maverix,Maverix: Season 1,TV,0,1,0,0,0,0
Maya and the Three: Limited Series,Maya and the Three,Maya and the Three: Limited Series,TV,1,0,0,1,0,1
Me Before You,Me Before You,N/A,Films,0,1,0,0,1,0
Meet the Fockers,Meet the Fockers,N/A,Films,0,0,0,0,1,0
Meet the Parents,Meet the Parents,N/A,Films,0,0,0,0,1,0
"Meet, Marry, Murder: Season 1","Meet, Marry, Murder","Meet, Marry, Murder: Season 1",TV,0,0,0,0,1,0
Meltdown: Three Mile Island: Limited Series,Meltdown: Three Mile Island,Meltdown: Three Mile Island: Limited Series,TV,0,0,0,0,0,1
Memoirs of a Geisha,Memoirs of a Geisha,N/A,Films,1,1,0,1,0,0
Memories of a Murderer: The Nilsen Tapes,Memories of a Murderer: The Nilsen Tapes,N/A,Films,0,0,0,0,1,0
Men in Black: International,Men in Black: International,N/A,Films,1,0,0,1,0,0
Meskina,Meskina,N/A,Films,0,1,0,0,0,0
Metal Lords,Metal Lords,N/A,Films,1,1,0,1,0,0
Midnight in the Switchgrass,Midnight in the Switchgrass,N/A,Films,0,0,0,0,1,0
Midnight Mass: Limited Series,Midnight Mass,Midnight Mass: Limited Series,TV,1,1,0,1,1,1
Midsommar,Midsommar,N/A,Films,0,0,1,0,0,0
Midsommar: The Director's Cut,Midsommar: The Director's Cut,N/A,Films,0,0,1,0,0,0
Midway,Midway,N/A,Films,0,0,1,0,0,0
Mine: Season 1,Mine,Mine: Season 1,TV,1,0,1,1,0,0
Minnal Murali,Minnal Murali,N/A,Films,1,0,0,0,0,0
Mio's Cookbook,Mio's Cookbook,N/A,Films,0,0,1,0,0,0
Mirai,Mirai,N/A,Films,0,0,1,0,0,0
Miss Bala,Miss Bala,N/A,Films,0,1,0,0,0,0
Mission: Impossible,Mission: Impossible,N/A,Films,0,0,0,0,0,1
Mission: Impossible - Ghost Protocol,Mission: Impossible - Ghost Protocol,N/A,Films,0,0,1,0,0,1
Mission: Impossible III,Mission: Impossible III,N/A,Films,0,0,1,0,0,0
Mobile Suit Gundam Hathaway,Mobile Suit Gundam Hathaway,N/A,Films,0,0,1,0,0,0
Modern Family: Season 9,Modern Family,Modern Family: Season 9,TV,0,0,0,0,1,0
Molly's Game,Molly's Game,N/A,Films,0,0,0,0,0,1
Money Heist: Korea - Joint Economic Area: Season 1,Money Heist: Korea - Joint Economic Area,Money Heist: Korea - Joint Economic Area: Season 1,TV,1,1,1,1,0,0
Money Heist: Part 1,Money Heist,Money Heist: Part 1,TV,1,1,0,1,1,1
Money Heist: Part 4,Money Heist,Money Heist: Part 4,TV,1,1,0,0,0,0
Money Heist: Part 5,Money Heist,Money Heist: Part 5,TV,1,1,0,1,1,1
Monster Hunter: Legends of the Guild,Monster Hunter: Legends of the Guild,N/A,Films,0,0,1,0,0,0
Monster-in-Law,Monster-in-Law,N/A,Films,0,0,0,0,0,1
Monster: Season 1,Monster,Monster: Season 1,TV,0,0,1,0,0,0
Monsters Inside: The 24 Faces of Billy Milligan: Limited Series,Monsters Inside: The 24 Faces of Billy Milligan,Monsters Inside: The 24 Faces of Billy Milligan: Limited Series,TV,0,0,0,0,1,1
More the Merrier,More the Merrier,N/A,Films,0,1,0,0,0,0
Mortal Engines,Mortal Engines,N/A,Films,0,1,0,0,0,0
Mortal Kombat,Mortal Kombat,N/A,Films,0,0,1,0,0,0
Mortel: Season 2,Mortel,Mortel: Season 2,TV,0,1,0,0,0,0
Mother's Day,Mother's Day,N/A,Films,0,0,0,0,0,1
Mother/Android,Mother/Android,N/A,Films,1,1,1,1,1,0
Motherless Brooklyn,Motherless Brooklyn,N/A,Films,0,0,0,0,1,0
Mr. & Mrs. Smith,Mr. & Mrs. Smith,N/A,Films,1,1,1,0,0,0
Mr. Deeds,Mr. Deeds,N/A,Films,0,0,0,1,0,0
Mr. Peabody & Sherman,Mr. Peabody & Sherman,N/A,Films,0,0,0,0,1,0
Mr. Robot: Season 1,Mr. Robot,Mr. Robot: Season 1,TV,0,1,0,0,0,0
Munich – The Edge of War,Munich – The Edge of War,N/A,Films,1,1,0,1,1,1
Murders at the House of Death,Murders at the House of Death,N/A,Films,0,0,1,0,0,0
Mushoku Tensei: Jobless Reincarnation: Season 1,Mushoku Tensei: Jobless Reincarnation,Mushoku Tensei: Jobless Reincarnation: Season 1,TV,0,0,1,0,0,0
My Best Friend Anne Frank,My Best Friend Anne Frank,N/A,Films,1,1,0,1,1,0
My Blood & Bones in a flowing Galaxy,My Blood & Bones in a flowing Galaxy,N/A,Films,0,0,1,0,0,0
"My Brother, My Sister","My Brother, My Sister",N/A,Films,1,1,0,1,0,0
My Country: The New Age: Season 1,My Country: The New Age,My Country: The New Age: Season 1,TV,0,0,1,0,0,0
My Dear Exes: Season 1,My Dear Exes,My Dear Exes: Season 1,TV,0,0,1,0,0,0
My Father's Violin,My Father's Violin,N/A,Films,1,1,0,1,0,1
My First Client,My First Client,N/A,Films,0,0,1,0,0,0
My Hero Academia: Heroes Rising,My Hero Academia: Heroes Rising,N/A,Films,0,0,1,0,0,0
My Hero Academia: Season 5,My Hero Academia,My Hero Academia: Season 5,TV,0,0,1,0,0,0
My ID is Gangnam Beauty: Season 1,My ID is Gangnam Beauty,My ID is Gangnam Beauty: Season 1,TV,0,0,0,1,0,0
My Liberation Notes: Season 1,My Liberation Notes,My Liberation Notes: Season 1,TV,0,0,1,0,0,0
My Little Pony: A New Generation,My Little Pony: A New Generation,N/A,Films,1,1,0,1,1,1
My Love Story!!: Season 1,My Love Story!!,My Love Story!!: Season 1,TV,0,0,1,0,0,0
My Lover My Killer: Season 1,My Lover My Killer,My Lover My Killer: Season 1,TV,0,0,0,0,1,0
My Name: Season 1,My Name,My Name: Season 1,TV,1,1,1,1,1,1
My Sassy Girl: Season 1,My Sassy Girl,My Sassy Girl: Season 1,TV,0,0,1,0,0,0
My Spy,My Spy,N/A,Films,0,0,0,0,1,0
My Unorthodox Life: Season 1,My Unorthodox Life,My Unorthodox Life: Season 1,TV,0,0,0,0,1,0
Narcos: Mexico: Season 1,Narcos: Mexico,Narcos: Mexico: Season 1,TV,0,0,0,1,0,0
Narcos: Mexico: Season 2,Narcos: Mexico,Narcos: Mexico: Season 2,TV,0,0,0,1,0,0
Narcos: Mexico: Season 3,Narcos: Mexico,Narcos: Mexico: Season 3,TV,0,1,0,1,1,1
Nativity!,Nativity!,N/A,Films,0,0,0,0,1,0
Never Back Down,Never Back Down,N/A,Films,0,0,0,1,0,0
Never Grow Old,Never Grow Old,N/A,Films,1,0,0,0,0,0
Never Have I Ever: Season 1,Never Have I Ever,Never Have I Ever: Season 1,TV,0,1,0,0,1,0
Never Have I Ever: Season 2,Never Have I Ever,Never Have I Ever: Season 2,TV,1,1,0,1,1,1
"Nevertheless,: Season 1","Nevertheless,","Nevertheless,: Season 1",TV,0,0,1,1,0,0
New Amsterdam: Season 1,New Amsterdam,New Amsterdam: Season 1,TV,0,1,0,0,0,0
New Amsterdam: Season 2,New Amsterdam,New Amsterdam: Season 2,TV,0,1,0,0,0,0
"Newly Rich, Newly Poor: Season 1","Newly Rich, Newly Poor","Newly Rich, Newly Poor: Season 1",TV,0,0,0,1,0,1
Neymar: The Perfect Chaos: Limited Series,Neymar: The Perfect Chaos,Neymar: The Perfect Chaos: Limited Series,TV,1,1,0,0,0,0
Night School,Night School,N/A,Films,1,0,0,0,0,0
Night Teeth,Night Teeth,N/A,Films,1,1,1,1,1,1
Nightbooks,Nightbooks,N/A,Films,0,1,1,1,1,1
No One Gets Out Alive,No One Gets Out Alive,N/A,Films,1,1,1,1,0,1
No Reservations,No Reservations,N/A,Films,0,0,0,1,0,0
Noah,Noah,N/A,Films,1,1,0,0,0,0
Nobody Sleeps in the Woods Tonight 2,Nobody Sleeps in the Woods Tonight 2,N/A,Films,1,1,0,0,0,0
Non-Stop,Non-Stop,N/A,Films,1,0,0,1,0,0
O Candidato Honesto 2,O Candidato Honesto 2,N/A,Films,1,0,0,0,0,0
Oblivion,Oblivion,N/A,Films,0,0,1,0,0,0
Ocean's 8,Ocean's 8,N/A,Films,0,1,1,0,0,0
Office Christmas Party,Office Christmas Party,N/A,Films,0,0,0,0,1,0
Old School,Old School,N/A,Films,0,0,0,0,0,1
Oldboy,Oldboy,N/A,Films,0,0,0,0,0,1
On My Block: Season 4,On My Block,On My Block: Season 4,TV,0,1,0,1,1,1
Once Upon a Time in Hollywood,Once Upon a Time in Hollywood,N/A,Films,0,0,0,1,1,0
One for the Money,One for the Money,N/A,Films,0,0,0,0,1,0
One in a Hundred Thousand,One in a Hundred Thousand,N/A,Films,0,0,1,0,0,0
One Night,One Night,N/A,Films,0,0,1,0,0,0
One of Us Is Lying: Season 1,One of Us Is Lying,One of Us Is Lying: Season 1,TV,1,1,0,1,1,0
One Outs: season 1,One Outs,One Outs: season 1,TV,0,0,1,0,0,0
One Piece Film: Strong World,One Piece Film: Strong World,N/A,Films,1,0,0,0,0,0
ONE PIECE: Sky Island: Skypiea,ONE PIECE,ONE PIECE: Sky Island: Skypiea,TV,1,0,0,0,0,0
ONE PIECE: Wano Country (Ep.892 - Ep.1000),ONE PIECE,ONE PIECE: Wano Country (Ep.892 - Ep.1000),TV,0,0,1,0,0,0
One-Punch Man: Season 2,One-Punch Man,One-Punch Man: Season 2,TV,1,0,0,1,0,0
Only Mine,Only Mine,N/A,Films,1,0,0,1,0,0
Open Your Eyes: Season 1,Open Your Eyes,Open Your Eyes: Season 1,TV,1,0,0,0,0,0
Operation Mincemeat,Operation Mincemeat,N/A,Films,1,0,0,1,0,1
Ouija: Origin of Evil,Ouija: Origin of Evil,N/A,Films,0,0,0,0,0,1
Our Beloved Summer: Season 1,Our Beloved Summer,Our Beloved Summer: Season 1,TV,0,0,1,0,0,0
Our Blues: Season 1,Our Blues,Our Blues: Season 1,TV,0,0,1,0,0,0
Our Father,Our Father,N/A,Films,0,0,0,0,1,1
Our Great National Parks: Limited Series,Our Great National Parks,Our Great National Parks: Limited Series,TV,0,0,0,0,0,1
Out of Death,Out of Death,N/A,Films,0,0,0,0,1,0
Out of my league,Out of my league,N/A,Films,1,0,0,0,0,0
Outer Banks: Season 1,Outer Banks,Outer Banks: Season 1,TV,1,1,0,0,1,1
Outer Banks: Season 2,Outer Banks,Outer Banks: Season 2,TV,1,1,0,0,1,1
Outlander: Season 5,Outlander,Outlander: Season 5,TV,0,0,0,0,0,1
Outlander: Season 6,Outlander,Outlander: Season 6,TV,0,1,0,0,0,0
Outlaws,Outlaws,N/A,Films,0,1,0,0,0,0
Overlord,Overlord,N/A,Films,0,0,1,0,0,0
Ozark: Season 1,Ozark,Ozark: Season 1,TV,0,1,0,0,1,1
Ozark: Season 2,Ozark,Ozark: Season 2,TV,0,0,0,0,1,1
Ozark: Season 3,Ozark,Ozark: Season 3,TV,0,0,0,0,0,1
Ozark: Season 4,Ozark,Ozark: Season 4,TV,1,1,0,1,1,1
Pacific Rim,Pacific Rim,N/A,Films,1,0,0,1,0,0
Paddington,Paddington,N/A,Films,0,0,0,0,1,0
Paddington 2,Paddington 2,N/A,Films,0,0,0,0,1,0
Pain & Gain,Pain & Gain,N/A,Films,0,0,0,0,1,0
Papillon,Papillon,N/A,Films,0,0,0,0,1,0
Paradise Beach,Paradise Beach,N/A,Films,0,1,0,0,0,0
Parallel Mothers,Parallel Mothers,N/A,Films,1,0,0,1,0,0
Parallel Roads,Parallel Roads,N/A,Films,0,0,0,1,0,0
Parasite in Love,Parasite in Love,N/A,Films,0,0,1,0,0,0
Parasyte: The Maxim: Season 1,Parasyte: The Maxim,Parasyte: The Maxim: Season 1,TV,0,0,1,0,0,0
Passing,Passing,N/A,Films,0,0,0,0,0,1
Patriots Day,Patriots Day,N/A,Films,0,0,0,0,1,0
PAW Patrol: Season 3,PAW Patrol,PAW Patrol: Season 3,TV,0,1,0,0,0,0
PAW Patrol: Season 4,PAW Patrol,PAW Patrol: Season 4,TV,1,0,0,0,1,0
PAW Patrol: Season 5,PAW Patrol,PAW Patrol: Season 5,TV,0,1,0,0,0,0
PAW Patrol: Season 6,PAW Patrol,PAW Patrol: Season 6,TV,1,0,0,1,1,0
Paw Patrol: The Movie,Paw Patrol: The Movie,N/A,Films,0,0,1,0,0,0
Peaky Blinders: Season 1,Peaky Blinders,Peaky Blinders: Season 1,TV,0,1,0,0,1,0
Peaky Blinders: Season 6,Peaky Blinders,Peaky Blinders: Season 6,TV,1,1,0,1,0,1
Pedal to Metal: Season 1,Pedal to Metal,Pedal to Metal: Season 1,TV,0,0,0,1,0,0
Penguin Bloom,Penguin Bloom,N/A,Films,0,0,0,1,0,0
Peninsula,Peninsula,N/A,Films,0,0,1,0,0,0
Peppa Pig: Season 6,Peppa Pig,Peppa Pig: Season 6,TV,0,0,0,0,1,0
Peppermint,Peppermint,N/A,Films,0,0,1,0,0,0
Peter Rabbit,Peter Rabbit,N/A,Films,0,1,0,1,0,0
Peter Rabbit 2,Peter Rabbit 2,N/A,Films,0,0,0,0,0,1
Photocopier,Photocopier,N/A,Films,1,0,0,0,0,0
PIECES OF HER: Season 1,PIECES OF HER,PIECES OF HER: Season 1,TV,1,1,0,1,1,1
Piranha,Piranha,N/A,Films,0,0,0,0,1,0
Playing with Fire,Playing with Fire,N/A,Films,1,0,0,1,0,0
Pokémon Detective Pikachu,Pokémon Detective Pikachu,N/A,Films,0,1,0,0,1,0
Pokémon Journeys: The Series: Season 1,Pokémon Journeys: The Series,Pokémon Journeys: The Series: Season 1,TV,1,1,0,1,1,0
Pokémon the Movie: Secrets of the Jungle,Pokémon the Movie: Secrets of the Jungle,N/A,Films,0,1,0,0,0,0
Poms,Poms,N/A,Films,0,0,0,0,0,1
Prayers for the Stolen,Prayers for the Stolen,N/A,Films,0,0,0,1,0,0
Precious Cargo,Precious Cargo,N/A,Films,1,0,0,1,0,0
Pretty Guardian Sailor Moon Eternal The Movie,Pretty Guardian Sailor Moon Eternal The Movie,Pretty Guardian Sailor Moon Eternal The Movie: Part 1 / Part 2,Films,0,0,1,0,0,0
Pretty Little Liars: Season 1,Pretty Little Liars,Pretty Little Liars: Season 1,TV,0,0,0,0,1,0
Prey,Prey,N/A,Films,1,1,0,1,0,1
Princess Sarah: Season 1,Princess Sarah,Princess Sarah: Season 1,TV,0,1,0,0,0,0
Problemos,Problemos,N/A,Films,0,1,0,0,0,0
Public Enemies,Public Enemies,N/A,Films,1,0,0,0,0,0
Queen of the South: Season 1,Queen of the South,Queen of the South: Season 1,TV,0,1,0,0,0,0
Queen of the South: Season 5,Queen of the South,Queen of the South: Season 5,TV,0,1,0,0,1,1
Queer Eye: Season 6,Queer Eye,Queer Eye: Season 6,TV,0,0,0,0,1,1
R.I.P.D.,R.I.P.D.,N/A,Films,0,0,1,0,0,0
Raising Dion: Season 1,Raising Dion,Raising Dion: Season 1,TV,0,1,0,0,1,1
Raising Dion: Season 2,Raising Dion,Raising Dion: Season 2,TV,1,1,0,1,1,1
Rambo,Rambo,N/A,Films,0,0,0,0,0,1
Rambo: Last Blood,Rambo: Last Blood,N/A,Films,1,0,0,0,0,1
Rampage,Rampage,N/A,Films,0,1,0,0,0,0
Ransom,Ransom,N/A,Films,0,0,0,0,1,0
Ready Player One,Ready Player One,N/A,Films,0,0,1,0,0,0
Reasonable Doubt: A Tale of Two Kidnappings: Limited Series,Reasonable Doubt: A Tale of Two Kidnappings,Reasonable Doubt: A Tale of Two Kidnappings: Limited Series,TV,0,0,0,1,0,0
Rebelde: Season 1,Rebelde,Rebelde: Season 1,TV,1,0,0,1,0,0
Record of Ragnarok: Season 1,Record of Ragnarok,Record of Ragnarok: Season 1,TV,0,0,1,0,0,0
RED 2,RED 2,N/A,Films,1,0,0,0,0,0
Red Notice,Red Notice,N/A,Films,1,1,1,1,1,1
Red Riding Hood,Red Riding Hood,N/A,Films,1,0,0,0,0,0
Redemption,Redemption,N/A,Films,1,0,0,1,0,0
Redemption Day,Redemption Day,N/A,Films,1,0,0,1,0,0
Reminiscence,Reminiscence,N/A,Films,0,0,1,0,0,0
Replicas,Replicas,N/A,Films,0,0,0,0,0,1
Reprisal,Reprisal,N/A,Films,0,0,0,0,0,1
Rescued by Ruby,Rescued by Ruby,N/A,Films,1,1,1,1,1,1
RESIDENT EVIL: Infinite Darkness: Season 1,RESIDENT EVIL: Infinite Darkness,RESIDENT EVIL: Infinite Darkness: Season 1,TV,0,0,1,0,0,0
Resident Evil: The Final Chapter,Resident Evil: The Final Chapter,N/A,Films,0,0,1,0,0,0
Resort to Love,Resort to Love,N/A,Films,1,1,0,1,1,1
Restless,Restless,N/A,Films,1,1,0,1,1,1
Retfærdighedens ryttere,Retfærdighedens ryttere,N/A,Films,0,0,0,1,0,0
Rettou Seiha (Tentative): Season 1,Rettou Seiha (Tentative),Rettou Seiha (Tentative): Season 1,TV,0,0,1,0,0,0
Return to Space,Return to Space,N/A,Films,0,0,0,0,1,0
Rhythm + Flow France: Season 1,Rhythm + Flow France,Rhythm + Flow France: Season 1,TV,0,1,0,0,0,0
Richie Rich,Richie Rich,N/A,Films,0,1,0,0,0,0
Rick and Morty: Season 5,Rick and Morty,Rick and Morty: Season 5,TV,0,0,0,0,1,0
Ricky Gervais: SuperNature,Ricky Gervais: SuperNature,N/A,TV,0,0,0,0,1,0
Ride Along 2,Ride Along 2,N/A,Films,1,1,0,0,0,0
Rise of the Footsoldier 3: The Pat Tate Story,Rise of the Footsoldier 3: The Pat Tate Story,N/A,Films,0,0,0,0,1,0
Rise of the Footsoldier: Marbella,Rise of the Footsoldier: Marbella,N/A,Films,0,0,0,0,1,0
Rise of the Guardians,Rise of the Guardians,N/A,Films,0,1,0,1,0,1
Risen,Risen,N/A,Films,0,0,0,1,0,0
Riverdale: Season 5,Riverdale,Riverdale: Season 5,TV,1,0,0,1,0,1
Riverdance: The Animated Adventure,Riverdance: The Animated Adventure,N/A,Films,1,1,0,1,0,1
Robin Hood: Prince of Thieves,Robin Hood: Prince of Thieves,N/A,Films,1,0,0,0,0,0
Romeo Must Die,Romeo Must Die,N/A,Films,0,0,1,0,0,0
Room,Room,N/A,Films,0,1,0,0,0,0
RRR (Hindi),RRR (Hindi),N/A,Films,1,0,0,1,1,1
Rurouni Kenshin: Origins,Rurouni Kenshin: Origins,N/A,Films,0,0,1,0,0,0
Rurouni Kenshin: The Beginning,Rurouni Kenshin: The Beginning,N/A,Films,1,1,1,0,0,1
Rurouni Kenshin: The Final,Rurouni Kenshin: The Final,N/A,Films,0,0,1,0,0,0
Rush Hour,Rush Hour,N/A,Films,0,0,0,0,1,0
Russell Howard: Lubricant: Limited Series,Russell Howard: Lubricant,Russell Howard: Lubricant: Limited Series,TV,0,0,0,0,1,0
Rust Creek,Rust Creek,N/A,Films,0,0,0,1,1,0
S.W.A.T.: Firefight,S.W.A.T.: Firefight,N/A,Films,1,0,0,1,0,0
S.W.A.T.: Season 1,S.W.A.T.,S.W.A.T.: Season 1,TV,0,1,0,0,0,0
S.W.A.T.: Season 2,S.W.A.T.,S.W.A.T.: Season 2,TV,0,1,0,0,0,0
S.W.A.T.: Season 3,S.W.A.T.,S.W.A.T.: Season 3,TV,0,0,0,0,1,0
Safe House,Safe House,N/A,Films,0,0,0,0,0,1
Safe: Season 1,Safe,Safe: Season 1,TV,0,0,0,0,1,0
Same Kind of Different as Me,Same Kind of Different as Me,N/A,Films,1,0,0,0,0,0
SAS: Rise of the Black Swan,SAS: Rise of the Black Swan,N/A,Films,1,1,1,1,0,1
Savage Beauty: Season 1,Savage Beauty,Savage Beauty: Season 1,TV,0,1,0,0,0,0
Save the Last Dance,Save the Last Dance,N/A,Films,0,0,0,0,1,0
Scary Movie,Scary Movie,N/A,Films,0,0,0,0,1,0
Scary Movie 4,Scary Movie 4,N/A,Films,0,0,0,0,0,1
School of Chocolate: Season 1,School of Chocolate,School of Chocolate: Season 1,TV,0,0,0,0,0,1
School of Rock,School of Rock,N/A,Films,0,0,0,0,0,1
Schumacher,Schumacher,N/A,Films,0,1,0,0,1,0
Seal Team,Seal Team,N/A,Films,1,0,0,1,0,0
Search WWW,Search WWW,N/A,TV,0,0,1,0,0,0
Secret Garden: Season 1,Secret Garden,Secret Garden: Season 1,TV,0,0,1,0,0,0
Secret in Their Eyes,Secret in Their Eyes,N/A,Films,0,1,0,0,0,0
Security,Security,N/A,Films,1,1,1,0,1,0
See for Me,See for Me,N/A,Films,0,0,0,0,1,0
Seiji Oda,Seiji Oda,Seiji Oda: Season 1,Films,0,0,1,0,0,0
Seized,Seized,N/A,Films,0,0,0,0,0,1
Sekigahara,Sekigahara,N/A,Films,0,0,1,0,0,0
Selling Sunset: Season 4,Selling Sunset,Selling Sunset: Season 4,TV,0,0,0,0,1,1
Selling Sunset: Season 5,Selling Sunset,Selling Sunset: Season 5,TV,0,0,0,0,1,1
Selling Tampa: Season 1,Selling Tampa,Selling Tampa: Season 1,TV,0,0,0,0,1,1
Senior Year,Senior Year,N/A,Films,1,1,1,1,1,1
Señora Acero: Season 1,Señora Acero,Señora Acero: Season 1,TV,0,0,0,1,0,0
Señora Acero: Season 2,Señora Acero,Señora Acero: Season 2,TV,0,0,0,1,0,0
Señora Acero: Season 3,Señora Acero,Señora Acero: Season 3,TV,0,0,0,1,0,0
Seventh Son,Seventh Son,N/A,Films,0,1,1,0,0,0
Sex Education: Season 1,Sex Education,Sex Education: Season 1,TV,1,1,0,1,1,0
Sex Education: Season 2,Sex Education,Sex Education: Season 2,TV,0,1,0,1,1,0
Sex Education: Season 3,Sex Education,Sex Education: Season 3,TV,1,1,1,1,1,1
Sex/Life: Season 1,Sex/Life,Sex/Life: Season 1,TV,1,1,0,1,1,1
SHAMAN KING: Season 1,SHAMAN KING,SHAMAN KING: Season 1,TV,0,1,0,0,0,0
Shameless (U.S.): Season 11,Shameless (U.S.),Shameless (U.S.): Season 11,TV,0,0,0,0,0,1
Sharkdog: Season 1,Sharkdog,Sharkdog: Season 1,TV,1,0,0,0,1,0
Shazam!,Shazam!,N/A,Films,0,1,0,0,1,0
She was pretty: Season 1,She was pretty,She was pretty: Season 1,TV,0,0,1,0,0,0
She's All That,She's All That,N/A,Films,0,0,0,0,1,0
She's the Man,She's the Man,N/A,Films,0,0,0,0,1,0
Shéhérazade,Shéhérazade,N/A,Films,0,1,0,0,0,0
Sherlock Holmes: A Game of Shadows,Sherlock Holmes: A Game of Shadows,N/A,Films,0,0,0,0,0,1
Shooter,Shooter,N/A,Films,0,0,0,0,0,1
Shot Caller,Shot Caller,N/A,Films,0,0,0,0,1,0
Shrek,Shrek,N/A,Films,0,0,0,1,0,1
Shrek 2,Shrek 2,N/A,Films,0,0,0,0,0,1
Shrek Forever After,Shrek Forever After,N/A,Films,0,0,0,0,0,1
Sicario,Sicario,N/A,Films,0,0,0,0,1,0
Silent Hours,Silent Hours,N/A,Films,0,0,0,0,1,0
Silent Tokyo,Silent Tokyo,N/A,Films,0,0,1,0,0,0
Silver Skates,Silver Skates,N/A,Films,1,0,0,1,0,0
Silver Spoon,Silver Spoon,N/A,Films,0,0,1,0,0,0
Silverton Siege,Silverton Siege,N/A,Films,1,1,0,1,1,1
Sin Nombre,Sin Nombre,N/A,Films,0,0,0,1,0,0
Sing,Sing,N/A,Films,0,0,1,0,0,0
Sing 2,Sing 2,N/A,Films,0,0,0,0,0,1
Single All The Way,Single All The Way,N/A,Films,0,0,0,1,1,1
Single’s Inferno: Season 1,Single’s Inferno,Single’s Inferno: Season 1,TV,0,0,1,0,0,0
Sintonia: Season 2,Sintonia,Sintonia: Season 2,TV,1,0,0,0,0,0
Sket Dance: Season 1,Sket Dance,Sket Dance: Season 1,TV,0,0,1,0,0,0
Sky Rojo: Season 2,Sky Rojo,Sky Rojo: Season 2,TV,0,1,0,0,0,0
Skylines,Skylines,N/A,Films,1,0,0,0,0,0
Skyscraper,Skyscraper,N/A,Films,0,1,0,0,0,0
Slender Man,Slender Man,N/A,Films,0,1,0,1,0,0
Smallfoot,Smallfoot,N/A,Films,0,1,0,0,0,0
Smother-in-Law: Season 1,Smother-in-Law,Smother-in-Law: Season 1,TV,1,0,0,0,0,0
Snake Eyes: G.I. Joe Origins,Snake Eyes: G.I. Joe Origins,N/A,Films,0,0,1,0,0,0
Sniper: Assassin's End,Sniper: Assassin's End,N/A,Films,0,0,1,0,1,0
Snowbound for Christmas,Snowbound for Christmas,N/A,Films,0,0,0,0,0,1
Snowflake Mountain: Season 1,Snowflake Mountain,Snowflake Mountain: Season 1,TV,0,0,0,0,1,1
Snowpiercer: Season 3,Snowpiercer,Snowpiercer: Season 3,TV,0,1,0,0,0,0
Solomon Kane,Solomon Kane,N/A,Films,0,0,0,0,1,0
Something Borrowed,Something Borrowed,N/A,Films,0,0,0,0,0,1
Somos.: Season 1,Somos.,Somos.: Season 1,TV,0,0,0,1,0,0
Son of the South,Son of the South,N/A,Films,0,0,0,1,0,0
Sonic the Hedgehog,Sonic the Hedgehog,N/A,Films,1,0,0,1,1,0
Sophie: A Murder in West Cork: Limited Series,Sophie: A Murder in West Cork,Sophie: A Murder in West Cork: Limited Series,TV,0,0,0,0,1,0
Sounds Like Love,Sounds Like Love,N/A,Films,0,0,0,1,0,0
Sous le même toit,Sous le même toit,N/A,Films,0,1,0,0,0,0
SP: The Motion Picture Episode V,SP: The Motion Picture Episode V,N/A,Films,0,0,1,0,0,0
SP: The Motion Picture Episode VI<The Final Episode>,SP: The Motion Picture Episode VI<The Final Episode>,N/A,Films,0,0,1,0,0,0
Space Force: Season 2,Space Force,Space Force: Season 2,TV,0,0,0,0,1,1
Space Jam: A New Legacy,Space Jam: A New Legacy,N/A,Films,0,0,1,0,0,0
Spider-Man,Spider-Man,N/A,Films,1,1,0,1,1,0
Spider-Man 2,Spider-Man 2,N/A,Films,0,0,0,0,1,0
Spider-Man 3,Spider-Man 3,N/A,Films,1,1,0,1,1,0
Spider-Man: Far from Home,Spider-Man: Far from Home,N/A,Films,0,0,1,0,0,0
Spider-Man: Homecoming,Spider-Man: Homecoming,N/A,Films,1,1,0,1,1,0
Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,N/A,Films,1,1,0,1,0,0
