video_title,category,country_name,lifetime_duration,tweetvol,tweetsent,individualism,uncertainty_avoidance,neg_sentiment,neu_sentiment,pos_sentiment,averageRating,sequel,Drama,Horror,Mystery,Action,Adventure,Comedy,Romance,Thriller,Crime,Animation,highest_rank
PAW Patrol: Season 5,TV,France,5,12,2,71,86,2,6,4,6.1,1,0,0,0,0,1,1,0,0,0,1,9
PAW Patrol: Season 6,TV,Brazil,10,3,1,38,76,1,1,1,6.1,1,0,0,0,0,1,1,0,0,0,1,5
PAW Patrol: Season 6,TV,United Kingdom,9,65,4.333333333333333,89,35,6,33,26,6.1,1,0,0,0,0,1,1,0,0,0,1,5
Peaky Blinders: Season 1,TV,France,1,84,3.2857142857142856,71,86,7,54,23,8.8,1,1,0,0,0,0,0,0,0,1,0,10
Peaky Blinders: Season 1,TV,United Kingdom,1,1319,1.7490196078431373,89,35,255,618,446,8.8,1,1,0,0,0,0,0,0,0,1,0,10
Peaky Blinders: Season 6,TV,Brazil,3,309,1.2222222222222223,38,76,54,189,66,8.8,1,1,0,0,0,0,0,0,0,1,0,1
Peaky Blinders: Season 6,TV,France,4,84,3.2857142857142856,71,86,7,54,23,8.8,1,1,0,0,0,0,0,0,0,1,0,2
Peaky Blinders: Season 6,TV,Mexico,3,114,1.1904761904761905,30,82,21,68,25,8.8,1,1,0,0,0,0,0,0,0,1,0,5
Peaky Blinders: Season 6,TV,United States,2,366,2.5272727272727273,91,46,55,172,139,8.8,1,1,0,0,0,0,0,0,0,1,0,7
Peppa Pig: Season 6,TV,United Kingdom,3,218,0.6666666666666666,89,35,63,113,42,6.3,1,0,0,0,0,1,1,0,0,0,1,4
Peter Rabbit 2,Films,United States,2,19,2,91,46,2,13,4,6.2,1,0,0,0,0,1,1,0,0,1,0,5
PIECES OF HER: Season 1,TV,United Kingdom,7,13,0.6666666666666666,89,35,6,3,4,6.3,1,1,0,1,0,0,0,0,0,1,0,1
PIECES OF HER: Season 1,TV,United States,5,76,1.05,91,46,20,35,21,6.3,1,1,0,1,0,0,0,0,0,1,0,1
Poms,Films,United States,1,18,12,91,46,1,5,12,6.1,0,1,0,0,0,0,1,0,0,0,0,9
Prayers for the Stolen,Films,Mexico,1,9,1,30,82,1,7,1,7.3,0,1,0,0,0,0,0,0,0,0,0,3
Pretty Little Liars: Season 1,TV,United Kingdom,2,10,0.75,89,35,4,3,3,7.4,1,1,0,1,0,0,0,1,0,0,0,6
Prey,Films,Mexico,1,7,1,30,82,1,5,1,4.3,0,1,0,0,0,1,0,0,1,0,0,8
Prey,Films,United States,1,127,3,91,46,12,79,36,4.3,0,1,0,0,0,1,0,0,1,0,0,4
Problemos,Films,France,2,5,1,71,86,1,3,1,6.1,0,0,0,0,0,0,1,0,0,0,0,5
Queen of the South: Season 5,TV,United Kingdom,2,59,9.75,89,35,4,16,39,8,1,1,0,0,1,0,0,0,0,1,0,6
Queen of the South: Season 5,TV,United States,3,146,1.2972972972972974,91,46,37,61,48,8,1,1,0,0,1,0,0,0,0,1,0,5
Queer Eye: Season 6,TV,United Kingdom,1,64,2.8181818181818183,89,35,11,22,31,8.5,1,0,0,0,0,0,0,0,0,0,0,6
Queer Eye: Season 6,TV,United States,3,212,2.3846153846153846,91,46,39,80,93,8.5,1,0,0,0,0,0,0,0,0,0,0,4
Raising Dion: Season 1,TV,United Kingdom,2,3,1,89,35,1,1,1,7.1,1,1,0,0,0,0,0,0,0,0,0,10
Raising Dion: Season 1,TV,United States,2,172,1.7380952380952381,91,46,42,57,73,7.1,1,1,0,0,0,0,0,0,0,0,0,7
Raising Dion: Season 2,TV,United Kingdom,3,3,1,89,35,1,1,1,7.1,1,1,0,0,0,0,0,0,0,0,0,5
Raising Dion: Season 2,TV,United States,3,172,1.7380952380952381,91,46,42,57,73,7.1,1,1,0,0,0,0,0,0,0,0,0,5
Rambo,Films,United States,1,110,2.727272727272727,91,46,11,69,30,7,1,0,0,0,1,1,0,0,1,0,0,10
Rampage,Films,France,3,8,2,71,86,1,5,2,6.1,0,0,0,0,1,1,0,0,0,0,0,2
Rebelde: Season 1,TV,Brazil,3,915,1.6643835616438356,38,76,146,526,243,6.4,1,1,0,0,0,0,1,0,0,0,0,2
Rebelde: Season 1,TV,Mexico,3,100,1.1904761904761905,30,82,21,54,25,6.4,1,1,0,0,0,0,1,0,0,0,0,3
Red Notice,Films,Brazil,6,32,8.5,38,76,2,13,17,6.3,0,0,0,0,1,0,1,0,1,0,0,1
Red Notice,Films,France,5,22,3,71,86,3,10,9,6.3,0,0,0,0,1,0,1,0,1,0,0,1
Red Notice,Films,Mexico,4,31,4.5,30,82,2,20,9,6.3,0,0,0,0,1,0,1,0,1,0,0,1
Red Notice,Films,United Kingdom,6,150,3.2916666666666665,89,35,24,47,79,6.3,0,0,0,0,1,0,1,0,1,0,0,1
Red Notice,Films,United States,8,685,2.6407766990291264,91,46,103,301,272,6.3,0,0,0,0,1,0,1,0,1,0,0,1
Replicas,Films,United States,1,32,3,91,46,4,16,12,5.4,0,1,0,0,0,0,0,0,1,0,0,6
Rescued by Ruby,Films,United States,2,11,5,91,46,1,5,5,7.1,0,1,0,0,0,0,0,0,0,0,0,4
Resort to Love,Films,United States,2,41,5,91,46,4,17,20,5.7,0,0,0,0,0,0,1,1,0,0,0,2
Restless,Films,United Kingdom,1,9,0.2,89,35,5,3,1,5.8,0,0,0,0,1,0,0,0,1,1,0,10
Restless,Films,United States,2,39,0.125,91,46,16,21,2,5.8,0,0,0,0,1,0,0,0,1,1,0,8
Return to Space,Films,United Kingdom,1,10,8,89,35,1,1,8,7.3,0,0,0,0,0,0,0,0,0,0,0,8
Rick and Morty: Season 5,TV,United Kingdom,2,77,2,89,35,7,56,14,9.1,1,0,0,0,0,1,1,0,0,0,1,4
Ricky Gervais: SuperNature,TV,United Kingdom,2,11,4,89,35,1,6,4,7.6,0,0,0,0,0,0,1,0,0,0,0,3
Riverdale: Season 5,TV,Brazil,2,1113,0.6222222222222222,38,76,360,529,224,6.6,1,1,0,1,0,0,0,0,0,1,0,5
Riverdale: Season 5,TV,Mexico,3,101,2,30,82,3,92,6,6.6,1,1,0,1,0,0,0,0,0,1,0,4
Riverdale: Season 5,TV,United States,3,1615,0.536723163841808,91,46,531,765,285,6.6,1,1,0,1,0,0,0,0,0,1,0,5
Rush Hour,Films,United Kingdom,2,398,12.272727272727273,89,35,11,252,135,7,0,0,0,0,1,0,1,0,0,1,0,2
S.W.A.T.: Season 1,TV,France,4,69,1.3076923076923077,71,86,13,39,17,7.1,1,0,0,0,1,1,0,0,0,1,0,7
S.W.A.T.: Season 2,TV,France,1,69,1.3076923076923077,71,86,13,39,17,7.1,1,0,0,0,1,1,0,0,0,1,0,9
S.W.A.T.: Season 3,TV,United Kingdom,2,82,2.5,89,35,8,54,20,7.1,1,0,0,0,1,1,0,0,0,1,0,6
Safe House,Films,United States,2,70,46,91,46,1,23,46,6.7,0,0,0,0,1,0,0,0,1,0,0,2
Safe: Season 1,TV,United Kingdom,1,321,6.739130434782608,89,35,23,143,155,7.2,0,1,0,1,0,0,0,0,0,1,0,6
SAS: Rise of the Black Swan,Films,United States,2,25,11,91,46,1,13,11,5.2,0,0,0,0,1,0,0,0,1,0,0,2
Scary Movie,Films,United Kingdom,1,33,0.4,89,35,10,19,4,6.2,1,0,0,0,0,0,1,0,0,0,0,9
School of Chocolate: Season 1,TV,United States,1,51,1.625,91,46,16,9,26,7.6,1,0,0,0,0,0,0,0,0,0,0,6
School of Rock,Films,United States,2,83,7.6,91,46,5,40,38,7.2,0,0,0,0,0,0,1,0,0,0,0,6
Schumacher,Films,France,2,22,1.75,71,86,4,11,7,7.4,0,0,0,0,0,0,0,0,0,0,0,4
Schumacher,Films,United Kingdom,2,96,3.4705882352941178,89,35,17,20,59,7.4,0,0,0,0,0,0,0,0,0,0,0,2
Security,Films,Brazil,1,56,1.8,38,76,5,42,9,5.7,0,0,0,0,1,0,0,0,1,1,0,7
Security,Films,France,1,64,0.6470588235294118,71,86,17,36,11,5.7,0,0,0,0,1,0,0,0,1,1,0,5
Security,Films,Japan,1,29,5,46,92,1,23,5,5.7,0,0,0,0,1,0,0,0,1,1,0,10
Security,Films,United Kingdom,1,750,1.407079646017699,89,35,113,478,159,5.7,0,0,0,0,1,0,0,0,1,1,0,7
Selling Sunset: Season 4,TV,United Kingdom,4,378,0.4127906976744186,89,35,172,135,71,6.5,1,0,0,0,0,0,0,0,0,0,0,1
Selling Sunset: Season 4,TV,United States,3,1336,0.4740608228980322,91,46,559,512,265,6.5,1,0,0,0,0,0,0,0,0,0,0,4
Selling Sunset: Season 5,TV,United Kingdom,4,378,0.4127906976744186,89,35,172,135,71,6.5,1,0,0,0,0,0,0,0,0,0,0,1
Selling Sunset: Season 5,TV,United States,4,1336,0.4740608228980322,91,46,559,511,265,6.5,1,0,0,0,0,0,0,0,0,0,0,2
Selling Tampa: Season 1,TV,United Kingdom,2,59,0.6842105263157895,89,35,19,27,13,4.7,0,0,0,0,0,0,0,0,0,0,0,7
Selling Tampa: Season 1,TV,United States,2,713,0.6823529411764706,91,46,255,284,174,4.7,0,0,0,0,0,0,0,0,0,0,0,4
Senior Year,Films,United Kingdom,4,28,2.142857142857143,89,35,7,6,15,5.5,0,1,0,0,0,0,1,0,0,0,0,1
Senior Year,Films,United States,4,842,14.870967741935484,91,46,31,350,461,5.5,0,1,0,0,0,0,1,0,0,0,0,1
Sex Education: Season 1,TV,Brazil,1,627,1.1290322580645162,38,76,155,297,175,8.3,1,1,0,0,0,0,1,0,0,0,0,9
Sex Education: Season 1,TV,France,1,78,1.0909090909090908,71,86,22,32,24,8.3,1,1,0,0,0,0,1,0,0,0,0,8
Sex Education: Season 1,TV,Mexico,1,119,2,30,82,17,68,34,8.3,1,1,0,0,0,0,1,0,0,0,0,6
Sex Education: Season 1,TV,United Kingdom,3,424,2.3846153846153846,89,35,78,160,186,8.3,1,1,0,0,0,0,1,0,0,0,0,3
Sex Education: Season 2,TV,France,1,78,1.0909090909090908,71,86,22,32,24,8.3,1,1,0,0,0,0,1,0,0,0,0,9
Sex Education: Season 2,TV,Mexico,1,119,2.0588235294117645,30,82,17,67,35,8.3,1,1,0,0,0,0,1,0,0,0,0,9
Sex Education: Season 2,TV,United Kingdom,3,424,2.3846153846153846,89,35,78,160,186,8.3,1,1,0,0,0,0,1,0,0,0,0,5
Sex Education: Season 3,TV,Brazil,4,627,1.135483870967742,38,76,155,296,176,8.3,1,1,0,0,0,0,1,0,0,0,0,2
Sex Education: Season 3,TV,France,5,78,1.0909090909090908,71,86,22,32,24,8.3,1,1,0,0,0,0,1,0,0,0,0,1
Sex Education: Season 3,TV,Japan,1,13,2,46,92,1,10,2,8.3,1,1,0,0,0,0,1,0,0,0,0,6
Sex Education: Season 3,TV,Mexico,5,119,1.8888888888888888,30,82,18,67,34,8.3,1,1,0,0,0,0,1,0,0,0,0,1
Sex Education: Season 3,TV,United Kingdom,6,424,2.3974358974358974,89,35,78,159,187,8.3,1,1,0,0,0,0,1,0,0,0,0,1
Sex Education: Season 3,TV,United States,3,514,1.288,91,46,125,227,161,8.3,1,1,0,0,0,0,1,0,0,0,0,2
Sex/Life: Season 1,TV,Brazil,4,113,0.40476190476190477,38,76,42,54,17,5.5,1,1,0,0,0,0,1,1,0,0,0,1
Sex/Life: Season 1,TV,France,6,31,0.06666666666666667,71,86,15,15,1,5.5,1,1,0,0,0,0,1,1,0,0,0,2
Sex/Life: Season 1,TV,Mexico,3,20,0.6666666666666666,30,82,3,15,2,5.5,1,1,0,0,0,0,1,1,0,0,0,5
Sex/Life: Season 1,TV,United Kingdom,7,54,0.7142857142857143,89,35,14,30,10,5.5,1,1,0,0,0,0,1,1,0,0,0,1
Sex/Life: Season 1,TV,United States,4,311,0.41732283464566927,91,46,127,130,53,5.5,1,1,0,0,0,0,1,1,0,0,0,3
Shazam!,Films,United Kingdom,3,32,1.3333333333333333,89,35,6,18,8,7,0,0,0,0,1,1,1,0,0,0,0,1
She's All That,Films,United Kingdom,1,10,1,89,35,3,4,3,5.9,0,0,0,0,0,0,1,1,0,0,0,6
Shooter,Films,United States,1,490,0.5806451612903226,91,46,124,294,72,7.1,0,1,0,0,1,0,0,0,1,0,0,4
Shrek,Films,Mexico,5,36,1.6666666666666667,30,82,3,28,5,7.9,1,0,0,0,0,1,1,0,0,0,1,7
Shrek,Films,United States,7,189,2.2,91,46,25,109,55,7.9,1,0,0,0,0,1,1,0,0,0,1,2
Shrek 2,Films,United States,6,14,1,91,46,3,8,3,7.3,1,0,0,0,0,1,1,0,0,0,1,2
Sicario,Films,United Kingdom,1,3,1,89,35,1,1,1,7.6,0,1,0,0,1,0,0,0,0,1,0,6
Silent Hours,Films,United Kingdom,1,3,0.5,89,35,2,0,1,5.2,0,0,0,0,0,0,0,0,1,1,0,6
Silverton Siege,Films,United States,1,7,1.5,91,46,2,2,3,6.3,0,1,0,0,1,0,0,0,0,1,0,4
Sing 2,Films,United States,2,412,8.318181818181818,91,46,22,203,183,7.4,1,0,0,0,0,1,1,0,0,0,1,1
Single All The Way,Films,Mexico,1,17,2,30,82,3,8,6,6.1,0,1,0,0,0,0,1,1,0,0,0,10
Single All The Way,Films,United Kingdom,2,59,9,89,35,4,19,36,6.1,0,1,0,0,0,0,1,1,0,0,0,5
Single All The Way,Films,United States,2,237,4.851851851851852,91,46,27,78,131,6.1,0,1,0,0,0,0,1,1,0,0,0,7
Sintonia: Season 2,TV,Brazil,4,140,0.8125,38,76,48,53,39,6.7,1,1,0,0,0,0,0,0,0,1,0,1
Sky Rojo: Season 2,TV,France,2,6,4,71,86,1,1,4,6.6,1,0,0,0,1,1,0,0,0,1,0,7
Skyscraper,Films,France,3,9,1,71,86,1,7,1,5.8,0,0,0,0,1,1,0,0,1,0,0,2
Snowflake Mountain: Season 1,TV,United Kingdom,1,17,0.8333333333333334,89,35,6,6,5,5.5,1,0,0,0,0,0,0,0,0,0,0,9
Snowflake Mountain: Season 1,TV,United States,1,88,0.5555555555555556,91,46,36,32,20,5.5,1,0,0,0,0,0,0,0,0,0,0,8
Snowpiercer: Season 3,TV,France,2,10,0.6666666666666666,71,86,3,5,2,6.9,1,1,0,0,1,0,0,0,0,0,0,9
Something Borrowed,Films,United States,2,7,0.25,91,46,4,2,1,5.8,0,1,0,0,0,0,1,1,0,0,0,5
Somos.: Season 1,TV,Mexico,3,104,1.1428571428571428,30,82,21,59,24,7.1,0,1,0,0,0,0,0,0,0,1,0,2
Sonic the Hedgehog,Films,Brazil,5,62,4.5,38,76,4,40,18,6.5,0,0,0,0,1,1,1,0,0,0,0,2
Sonic the Hedgehog,Films,Mexico,9,63,2.25,30,82,4,50,9,6.5,0,0,0,0,1,1,1,0,0,0,0,1
Sonic the Hedgehog,Films,United Kingdom,8,175,7.555555555555555,89,35,9,98,68,6.5,0,0,0,0,1,1,1,0,0,0,0,1
Space Force: Season 2,TV,United Kingdom,1,14,3.5,89,35,2,5,7,6.7,1,0,0,0,0,0,1,0,0,0,0,9
Space Force: Season 2,TV,United States,1,295,2.1842105263157894,91,46,38,172,83,6.7,1,0,0,0,0,0,1,0,0,0,0,9
Spider-Man,Films,Brazil,1,1469,1.5975609756097562,38,76,164,1043,262,7.4,1,0,0,0,1,1,0,0,0,0,0,10
Spider-Man,Films,France,1,405,3.375,71,86,32,265,108,7.4,1,0,0,0,1,1,0,0,0,0,0,9
Spider-Man,Films,Mexico,1,1604,2.111111111111111,30,82,135,1184,285,7.4,1,0,0,0,1,1,0,0,0,0,0,10
Spider-Man,Films,United Kingdom,2,1290,4.154545454545454,89,35,110,723,457,7.4,1,0,0,0,1,1,0,0,0,0,0,3
Spider-Man 2,Films,United Kingdom,1,23,3.75,89,35,4,4,15,7.4,1,0,0,0,1,1,0,0,0,0,0,6
Spider-Man 3,Films,Mexico,2,12,1,30,82,1,10,1,6.3,1,0,0,0,1,1,0,0,0,0,0,6
Spider-Man 3,Films,United Kingdom,2,10,0.3333333333333333,89,35,6,2,2,6.3,1,0,0,0,1,1,0,0,0,0,0,3
Spider-Man: Homecoming,Films,United Kingdom,3,16,6,89,35,1,9,6,7.4,1,0,0,0,1,1,0,0,0,0,0,2
Spider-Man: Into the Spider-Verse,Films,Mexico,3,16,4,30,82,1,11,4,8.4,1,0,0,0,1,1,0,0,0,0,1,1
Spiderhead,Films,Brazil,2,10,1.5,38,76,2,5,3,5.4,0,1,0,0,1,0,0,0,0,1,0,3
Spiderhead,Films,United Kingdom,3,16,1.3333333333333333,89,35,3,9,4,5.4,0,1,0,0,1,0,0,0,0,1,0,2
Spiderhead,Films,United States,3,91,2.111111111111111,91,46,18,35,38,5.4,0,1,0,0,1,0,0,0,0,1,0,2
Split,Films,United Kingdom,2,23,3.5,89,35,2,14,7,7.3,0,0,1,0,0,0,0,0,1,0,0,8
Squid Game: Season 1,TV,Brazil,10,282,0.7183098591549296,38,76,71,160,51,8,1,1,0,1,1,0,0,0,0,0,0,1
Squid Game: Season 1,TV,France,10,397,0.7083333333333334,71,86,96,233,68,8,1,1,0,1,1,0,0,0,0,0,0,1
Squid Game: Season 1,TV,Japan,18,82,0.6666666666666666,46,92,12,62,8,8,1,1,0,1,1,0,0,0,0,0,0,1
Squid Game: Season 1,TV,Mexico,11,198,1.037037037037037,30,82,27,143,28,8,1,1,0,1,1,0,0,0,0,0,0,1
Squid Game: Season 1,TV,United Kingdom,10,1471,1.0655270655270654,89,35,351,746,374,8,1,1,0,1,1,0,0,0,0,0,0,1
Squid Game: Season 1,TV,United States,11,4335,0.8713503649635036,91,46,1096,2257,955,8,1,1,0,1,1,0,0,0,0,0,0,1
St. Vincent,Films,United States,2,66,5,91,46,3,48,15,7.2,0,1,0,0,0,0,1,0,0,0,0,3
Stay Close: Limited Series,TV,Brazil,2,4,1,38,76,1,2,1,6.9,0,1,0,1,0,0,0,0,0,1,0,6
Stay Close: Limited Series,TV,United Kingdom,5,237,1.746031746031746,89,35,63,64,110,6.9,0,1,0,1,0,0,0,0,0,1,0,1
Stay Close: Limited Series,TV,United States,4,87,1.5,91,46,20,37,30,6.9,0,1,0,1,0,0,0,0,0,1,0,2
Step Brothers,Films,United States,1,89,2.2857142857142856,91,46,7,62,16,6.9,0,0,0,0,0,0,1,0,0,0,0,7
Stranger Things,TV,Brazil,5,3837,0.6104114189756508,38,76,1191,1919,727,8.7,0,1,1,0,0,0,0,0,0,0,0,2
Stranger Things,TV,France,6,364,1.7164179104477613,71,86,67,182,115,8.7,0,1,1,0,0,0,0,0,0,0,0,2
Stranger Things,TV,Japan,3,71,1.3333333333333333,46,92,6,57,8,8.7,0,1,1,0,0,0,0,0,0,0,0,4
Stranger Things,TV,Mexico,6,820,1.3493150684931507,30,82,146,477,197,8.7,0,1,1,0,0,0,0,0,0,0,0,3
Stranger Things,TV,United Kingdom,6,1814,1.7551020408163265,89,35,343,869,602,8.7,0,1,1,0,0,0,0,0,0,0,0,2
Stranger Things,TV,United States,6,5000,0.9368088467614534,91,46,1266,2533,1186,8.7,0,1,1,0,0,0,0,0,0,0,0,3
Stranger Things 2,TV,Brazil,6,3839,0.610738255033557,38,76,1192,1919,728,8.7,0,1,1,0,0,0,0,0,0,0,0,3
Stranger Things 2,TV,France,5,364,1.7272727272727273,71,86,66,184,114,8.7,0,1,1,0,0,0,0,0,0,0,0,4
Stranger Things 2,TV,Japan,2,71,1.3333333333333333,46,92,6,57,8,8.7,0,1,1,0,0,0,0,0,0,0,0,9
Stranger Things 2,TV,Mexico,5,820,1.3424657534246576,30,82,146,478,196,8.7,0,1,1,0,0,0,0,0,0,0,0,5
Stranger Things 2,TV,United Kingdom,6,1814,1.763157894736842,89,35,342,869,603,8.7,0,1,1,0,0,0,0,0,0,0,0,3
Stranger Things 2,TV,United States,6,5000,0.9368088467614534,91,46,1266,2532,1186,8.7,0,1,1,0,0,0,0,0,0,0,0,4
Stranger Things 3,TV,Brazil,6,3837,0.606694560669456,38,76,1195,1917,725,8.7,0,1,1,0,0,0,0,0,0,0,0,4
Stranger Things 3,TV,France,6,364,1.7272727272727273,71,86,66,184,114,8.7,0,1,1,0,0,0,0,0,0,0,0,5
Stranger Things 3,TV,Mexico,5,820,1.3493150684931507,30,82,146,477,197,8.7,0,1,1,0,0,0,0,0,0,0,0,6
Stranger Things 3,TV,United Kingdom,6,1814,1.763157894736842,89,35,342,869,603,8.7,0,1,1,0,0,0,0,0,0,0,0,4
Stranger Things 3,TV,United States,6,5000,0.9375987361769352,91,46,1266,2532,1187,8.7,0,1,1,0,0,0,0,0,0,0,0,4
Stranger Things 4,TV,Brazil,6,3837,0.6088777219430486,38,76,1194,1916,727,8.7,0,1,1,0,0,0,0,0,0,0,0,1
Stranger Things 4,TV,France,6,364,1.7272727272727273,71,86,66,184,114,8.7,0,1,1,0,0,0,0,0,0,0,0,1
Stranger Things 4,TV,Japan,6,71,1.3333333333333333,46,92,6,57,8,8.7,0,1,1,0,0,0,0,0,0,0,0,1
Stranger Things 4,TV,Mexico,6,820,1.3493150684931507,30,82,146,477,197,8.7,0,1,1,0,0,0,0,0,0,0,0,1
Stranger Things 4,TV,United Kingdom,6,1814,1.763157894736842,89,35,342,869,603,8.7,0,1,1,0,0,0,0,0,0,0,0,1
Stranger Things 4,TV,United States,6,5000,0.9375494071146245,91,46,1265,2530,1186,8.7,0,1,1,0,0,0,0,0,0,0,0,1
Suicide Squad,Films,Japan,3,6,1,46,92,1,4,1,5.9,0,0,0,0,1,1,0,0,0,0,0,3
Suicide Squad,Films,United Kingdom,5,219,2.037037037037037,89,35,27,137,55,5.9,0,0,0,0,1,1,0,0,0,0,0,1
Superstore: Season 6,TV,United Kingdom,2,51,2.6,89,35,10,15,26,7.8,1,0,0,0,0,0,1,0,0,0,0,5
Sweet Girl,Films,Mexico,2,9,3,30,82,1,5,3,5.5,0,1,0,0,1,0,0,0,1,0,0,1
Sweet Girl,Films,United Kingdom,3,17,3.5,89,35,2,8,7,5.5,0,1,0,0,1,0,0,0,1,0,0,1
Sweet Girl,Films,United States,3,174,4.5,91,46,18,75,81,5.5,0,1,0,0,1,0,0,0,1,0,0,1
Sweet Magnolias: Season 1,TV,United States,3,131,2.12,91,46,25,52,53,7.3,1,1,0,0,0,0,0,1,0,0,0,7
Sweet Magnolias: Season 2,TV,Brazil,1,19,0.5,38,76,6,10,3,7.3,1,1,0,0,0,0,0,1,0,0,0,6
Sweet Magnolias: Season 2,TV,United Kingdom,3,8,1.3333333333333333,89,35,3,1,4,7.3,1,1,0,0,0,0,0,1,0,0,0,3
Sweet Magnolias: Season 2,TV,United States,5,131,2.12,91,46,25,52,53,7.3,1,1,0,0,0,0,0,1,0,0,0,2
Sweet Tooth: Season 1,TV,Brazil,1,40,5.5,38,76,2,27,11,7.8,1,1,0,0,1,1,0,0,0,0,0,7
Sweet Tooth: Season 1,TV,United Kingdom,1,116,22.5,89,35,2,69,45,7.8,1,1,0,0,1,1,0,0,0,0,0,4
Sweet Tooth: Season 1,TV,United States,1,620,12.208333333333334,91,46,24,299,293,7.8,1,1,0,0,1,1,0,0,0,0,0,8
Switch,Films,Japan,1,631,5,46,92,1,625,5,2.2,0,0,0,0,1,1,0,0,0,1,0,8
Taboo: Season 1,TV,Brazil,1,12,0.5,38,76,4,6,2,8.3,0,1,0,1,0,0,0,0,1,0,0,1
Taboo: Season 1,TV,United Kingdom,3,72,2.7142857142857144,89,35,7,46,19,8.3,0,1,0,1,0,0,0,0,1,0,0,5
Tall Girl 2,Films,Brazil,2,7,4,38,76,1,2,4,4.7,1,1,0,0,0,0,1,0,0,0,0,3
Tall Girl 2,Films,United States,2,6,4,91,46,1,1,4,4.7,1,1,0,0,0,0,1,0,0,0,0,4
Teenage Mutant Ninja Turtles: Season 1,TV,United States,1,449,5.666666666666667,91,46,18,325,102,7.9,1,0,0,0,1,1,0,0,0,0,1,10
Texas Chainsaw Massacre,Films,Brazil,2,21,0.4,38,76,10,7,4,4.7,0,0,1,0,0,0,0,0,1,1,0,1
Texas Chainsaw Massacre,Films,France,2,9,1,71,86,2,5,2,4.7,0,0,1,0,0,0,0,0,1,1,0,7
Texas Chainsaw Massacre,Films,Mexico,2,26,0.5,30,82,6,17,3,4.7,0,0,1,0,0,0,0,0,1,1,0,3
Texas Chainsaw Massacre,Films,United Kingdom,2,93,0.42105263157894735,89,35,38,39,16,4.7,0,0,1,0,0,0,0,0,1,1,0,2
Texas Chainsaw Massacre,Films,United States,2,584,0.32489451476793246,91,46,237,270,77,4.7,0,0,1,0,0,0,0,0,1,1,0,1
